"thing_author_id","key.event","comments_count","collection_count","downloads_count","files_count","thing_like_count","made_count","remix_count","remixed_froms_count","views_count","tags_count","design.strategy","ES1","ES2","ES3","ES4"
"sofiadragon1979","2",2,6,201,4,5,0,0,3,2074,3,"blended",0.25,0.75,0,0
"sofiadragon1979","3",0,0,106,6,0,0,0,1,187,1,"free-riding",0,1,0,0
"sofrenchic","2",0,3,467,10,2,0,0,1,2694,0,"blended",0,1,0,0
"SoFrostii","3",0,1,45,2,0,0,0,2,203,2,"free-riding",0,1,0,0
"softcell","3",0,0,19,1,0,0,0,1,74,1,"free-riding",1,0,0,0
"softimusprime","3",0,0,79,3,0,0,0,3,418,1,"free-riding",0,1,0,0
"soga172","3",0,11,367,13,14,0,0,0,1434,0,"private",0,1,0,0
"Soghum","3",0,0,13,2,0,0,0,2,69,1,"free-riding",0,1,0,0
"sohailasamy","2",0,0,36,1,0,0,0,1,206,1,"free-riding",1,0,0,0
"sohanmax02","2",0,0,57,1,0,0,0,1,228,0,"free-riding",0,1,0,0
"sohigh","2",0,0,30,1,0,0,0,1,214,1,"free-riding",0,1,0,0
"sohrabkhan","3",0,0,21,1,0,0,0,0,123,1,"private",0,1,0,0
"soioio","3",0,5,99,2,8,0,0,0,928,0,"private",0,1,0,0
"soke","2",1,2,167,3,4,0,0,1,1065,0,"free-riding",0,1,0,0
"soki-cnc","2",0,4,121,2,4,0,0,0,1080,7,"private",0.5,0.5,0,0
"soki-cnc","3",0,68,429,5,63,0,0,0,4014,14,"private",0.2,0.8,0,0
"sol","2",0,0,48,1,0,0,0,1,210,1,"free-riding",0,1,0,0
"sola_technical","1",20,578,8313,22,416,2,0,2,42358,33,"blended",0.714285714285714,0.285714285714286,0,0
"sola_technical","2",14,194,4099,10,161,7,1,2,22831,30,"blended",0,1,0,0
"Solarbotics","1",11,140,7334,20,120,1,4,2,31544,41,"blended",0,0.833333333333333,0,0.166666666666667
"Solarbotics","2",0,3,184,4,2,0,0,0,1076,0,"private",0,1,0,0
"solarengineer","3",0,0,35,1,1,0,0,0,224,0,"private",0,1,0,0
"solarprism","3",0,12,250,9,9,0,0,8,1026,6,"blended",0.142857142857143,0.857142857142857,0,0
"Solarstorm","3",0,4,116,2,2,0,0,0,619,9,"private",0,1,0,0
"Solartaco","3",0,0,8,1,0,0,0,1,56,1,"free-riding",0,1,0,0
"SolarTeamEindhoven","2",0,1,53,1,0,0,0,1,256,1,"free-riding",0,0,0,1
"solazsaint","3",0,1,111,5,0,0,0,5,518,4,"free-riding",0,1,0,0
"solbag","2",0,0,32,1,0,0,0,1,201,0,"free-riding",0,1,0,0
"soldanr","2",0,0,49,2,0,0,0,2,229,2,"free-riding",0,1,0,0
"soldanr","3",0,21,272,5,18,0,0,0,2049,7,"private",0,1,0,0
"soler","3",0,0,17,1,0,0,0,1,64,1,"free-riding",0,1,0,0
"soleraster","3",0,0,55,3,0,0,0,3,243,3,"free-riding",0.5,0.5,0,0
"solertron","1",5,146,4077,9,95,0,0,2,18305,9,"blended",0.25,0.75,0,0
"solertron","2",9,374,2215,14,224,8,0,4,13300,26,"blended",0,1,0,0
"solertron","3",0,20,208,2,10,1,0,1,690,0,"blended",0,0.5,0.5,0
"solete2k1","2",1,26,350,2,25,3,0,1,1884,0,"free-riding",0,1,0,0
"Solexious","1",2,94,2296,7,84,1,2,1,14595,62,"blended",0,1,0,0
"soliddo","3",0,0,19,1,0,0,0,1,114,1,"free-riding",0,1,0,0
"solidification","1",2,8,614,2,6,0,0,1,2401,1,"free-riding",0,1,0,0
"solidinception","2",0,3,333,6,5,0,0,6,1612,4,"free-riding",0.2,0.8,0,0
"SolidoBert","3",0,5,35,1,9,0,0,0,203,0,"private",0,1,0,0
"Solidsnake","3",0,5,66,1,5,0,0,0,273,0,"private",0,1,0,0
"SolidStudio","2",8,25,221,1,35,0,0,0,4261,5,"private",1,0,0,0
"SolidStudio","3",2,2,92,5,2,0,0,0,997,4,"private",1,0,0,0
"solidude","3",0,0,35,1,3,0,0,0,332,4,"private",0,1,0,0
"SolidWorksMagi","1",25,384,30447,168,294,0,0,0,90361,629,"private",0.882352941176471,0.117647058823529,0,0
"SolidWorksMagi","2",2,8,103,2,7,0,0,0,1222,0,"private",0,1,0,0
"solidx","2",0,5,96,2,3,0,0,0,596,0,"private",0,1,0,0
"Solify","2",0,11,356,6,5,0,0,0,1282,6,"private",1,0,0,0
"solin676","3",0,0,57,3,0,0,0,3,273,0,"free-riding",0,1,0,0
"solmar75","2",0,0,71,2,0,0,0,2,467,2,"free-riding",1,0,0,0
"Solo","2",0,0,31,1,0,0,0,1,215,1,"free-riding",0,1,0,0
"solo22200","3",0,0,40,1,0,0,0,1,114,1,"free-riding",0,1,0,0
"sologod","3",3,66,555,7,53,1,0,0,3681,1,"private",0,1,0,0
"soloist","1",1,35,732,2,33,2,0,0,6809,0,"private",0,1,0,0
"solomojster","2",0,0,87,2,0,0,0,2,460,1,"free-riding",0,1,0,0
"solomon8704","3",0,5,62,1,9,0,0,0,347,0,"private",0,1,0,0
"solomondg","3",0,3,69,5,2,0,0,5,480,5,"free-riding",0,1,0,0
"solomonjkim","2",0,1,259,5,2,0,0,5,1319,5,"free-riding",0,1,0,0
"Solomonk","3",0,0,9,1,0,0,0,0,45,0,"private",0,1,0,0
"SoLongSidekick","3",0,2,210,17,2,0,0,16,1058,17,"blended",0,1,0,0
"solotrek","2",1,5,186,5,4,0,0,2,624,0,"free-riding",0,1,0,0
"solotrek","3",0,43,324,2,23,0,0,2,1340,0,"free-riding",1,0,0,0
"Solstie","2",2,54,1128,16,67,1,0,1,5362,15,"blended",0,1,0,0
"Solstie","3",67,943,9561,37,1007,21,7,10,39762,49,"blended",0.6,0.4,0,0
"solteilema","3",0,0,33,2,0,0,0,2,121,2,"free-riding",1,0,0,0
"solute3d","1",1,77,1233,3,55,0,0,0,5893,5,"private",0,1,0,0
"solute3d","2",2,24,485,4,26,0,0,1,4134,1,"blended",0.333333333333333,0.666666666666667,0,0
"solutionhacker","3",0,8,212,5,6,0,0,0,1169,17,"private",0,1,0,0
"solveg","3",0,0,17,1,0,0,0,0,63,0,"private",0,1,0,0
"solvell","3",0,0,28,2,0,0,0,2,132,1,"free-riding",0,1,0,0
"Solymi","2",1,28,308,4,12,0,0,1,2168,0,"blended",0,1,0,0
"Solymi","3",0,5,133,3,7,0,0,0,786,0,"private",0,1,0,0
"somacontroller","1",0,6,772,6,5,0,0,0,1361,0,"private",0,1,0,0
"someandy","2",13,710,2667,13,757,14,491,2,24736,8,"blended",0,1,0,0
"someandy","3",7,142,2435,1,136,11,2,0,8617,1,"private",1,0,0,0
"somebuddy","2",0,3,121,1,4,0,0,1,1952,9,"free-riding",0,1,0,0
"somebuddy","3",3,5,116,5,2,0,0,2,306,0,"free-riding",0,1,0,0
"somedude007","2",0,1,85,2,1,0,0,1,652,1,"blended",0,1,0,0
"Someguy072","2",0,0,103,3,2,0,0,3,539,3,"free-riding",0.5,0.5,0,0
"someone2492","2",0,4,288,6,0,0,0,2,665,0,"free-riding",0,1,0,0
"SomePrintrNoob","3",4,27,179,5,16,0,1,4,1630,4,"free-riding",0,1,0,0
"somerwil","1",0,2,258,2,0,2,0,0,1318,2,"private",0,1,0,0
"somesailor","2",3,176,1908,10,202,8,1,0,12825,13,"private",0,1,0,0
"someshsb","2",0,0,34,1,0,0,0,1,190,1,"free-riding",0,1,0,0
"somethings","3",0,0,13,1,0,0,0,1,53,1,"free-riding",0,1,0,0
"sommerdigital","2",0,0,60,1,1,0,0,1,255,1,"free-riding",0,1,0,0
"sommermichel","2",1,37,1327,26,63,1,0,0,5307,23,"private",0,1,0,0
"sommermichel","3",6,403,2778,27,460,12,0,3,13292,77,"blended",0.285714285714286,0.714285714285714,0,0
"Somnium","2",0,27,782,1,24,0,0,0,10117,8,"private",1,0,0,0
"somoflange","3",0,0,13,1,0,0,0,1,92,1,"free-riding",0,1,0,0
"somotola","3",0,0,12,1,0,0,0,1,68,1,"free-riding",1,0,0,0
"Sonarok","1",0,70,1712,9,37,1,1,1,7938,0,"blended",1,0,0,0
"Sonder","3",0,0,100,9,0,0,0,6,443,5,"free-riding",0,0.8,0,0.2
"Sondreskarsten","3",0,1,22,2,1,0,0,0,183,0,"private",0,1,0,0
"SONER","2",0,0,57,1,0,0,0,0,362,0,"private",0,1,0,0
"sonernihaleker","3",0,0,19,1,0,0,0,1,76,1,"free-riding",0,1,0,0
"sonex439","3",0,0,18,1,0,0,0,0,149,0,"private",0,1,0,0
"song706","3",0,0,32,2,0,0,0,2,217,0,"free-riding",1,0,0,0
"soni991","2",2,2,174,4,1,0,0,1,1007,1,"blended",0.333333333333333,0.666666666666667,0,0
"sonia123","3",0,0,10,1,0,0,0,1,76,1,"free-riding",0,1,0,0
"sonic331va","3",0,0,6,1,0,0,0,1,56,0,"free-riding",1,0,0,0
"sonicdudemg","3",0,1,33,1,1,0,0,1,111,1,"free-riding",0,1,0,0
"Sonicpossum","3",0,0,7,1,0,0,0,1,73,0,"free-riding",0,1,0,0
"sonicspeed17","1",42,485,6793,16,427,34,5,0,29234,12,"private",0,1,0,0
"soniczeppelin","3",0,4,172,10,6,0,0,0,375,0,"private",1,0,0,0
"Sonik","1",0,21,599,3,22,0,0,0,1981,3,"private",1,0,0,0
"SonjaBakr","3",0,0,18,1,0,0,0,1,81,1,"free-riding",0,1,0,0
"sonk","2",8,227,1947,7,171,14,2,0,13719,12,"private",0,1,0,0
"sonk","3",3,74,1240,17,73,0,1,3,4981,11,"blended",0,1,0,0
"sonnenguru","3",16,25,1186,7,24,8,0,0,10023,11,"private",0,1,0,0
"sonntagsninja","3",0,25,499,4,28,0,0,0,2023,0,"private",0,1,0,0
"sonnybynum","2",0,0,71,2,0,0,0,0,352,0,"private",0,1,0,0
"SonOfLiberty","1",1,2,216,1,3,0,0,0,1759,1,"private",0,1,0,0
"SonOfLiberty","2",5,120,2050,9,76,5,0,0,16057,12,"private",0,0.5,0.25,0.25
"sonojojo","3",0,0,24,1,0,0,0,1,109,1,"free-riding",1,0,0,0
"sonorousone","2",0,0,30,1,0,0,0,1,124,1,"free-riding",0,1,0,0
"sonorousone","3",0,0,18,1,0,0,0,1,54,0,"free-riding",0,1,0,0
"Sonrisa3D","2",0,12,59,1,3,0,0,0,560,0,"private",0,1,0,0
"sonsgutten","2",0,33,371,7,18,0,0,0,2740,0,"private",0.5,0.5,0,0
"Sonsofvegas","3",0,0,7,1,0,0,0,1,55,1,"free-riding",0,1,0,0
"sonwr","3",1,13,502,5,24,0,0,0,3861,2,"private",0,1,0,0
"sonyasen","2",0,0,49,1,0,0,0,1,219,1,"free-riding",0,1,0,0
"soonchew","2",0,0,29,1,0,0,0,1,187,1,"free-riding",1,0,0,0
"sophaktra","3",0,0,139,7,0,0,0,7,682,7,"free-riding",0.333333333333333,0.666666666666667,0,0
"sophia1006","3",0,3,183,3,1,0,2,0,912,11,"private",0,1,0,0
"sophia15","3",0,0,16,2,0,0,0,2,102,2,"free-riding",0,1,0,0
"Sophiebalch","1",1,32,1200,3,22,1,0,0,3287,17,"private",0,1,0,0
"sophiep219","3",0,0,10,1,1,0,0,1,45,1,"free-riding",0,1,0,0
"Sophietheawesome","2",2,4,103,2,5,0,0,0,401,0,"private",0,1,0,0
"sophimg","3",0,2,27,1,2,0,0,0,161,0,"private",0,1,0,0
"sopiomagnus","3",0,0,23,3,0,0,0,3,151,2,"free-riding",0,1,0,0
"Sopy606","3",0,0,21,1,0,0,0,1,108,1,"free-riding",1,0,0,0
"sora3","3",0,0,16,2,0,0,0,2,137,2,"free-riding",0,1,0,0
"SoRampage","3",0,4,163,4,4,0,0,0,719,0,"private",0,1,0,0
"soranaf","3",0,0,12,2,0,0,0,2,61,2,"free-riding",0,1,0,0
"Soranye","3",0,0,71,1,2,1,0,0,388,0,"private",0,1,0,0
"SoraTheHedgehog99","2",0,3,80,1,1,0,0,0,706,0,"private",0,1,0,0
"Sorceres","3",0,0,12,1,0,0,0,1,110,1,"free-riding",1,0,0,0
"Soren_Furbo","2",2,230,2054,19,164,1,21,0,9049,2,"private",0,1,0,0
"soren321","2",0,1,51,1,2,0,0,0,468,0,"private",0,0,0,1
"Sorephene","2",0,24,323,3,26,0,0,0,3012,6,"private",0.666666666666667,0.333333333333333,0,0
"Sorephene","3",0,4,79,2,6,0,0,0,488,0,"private",0,1,0,0
"soringet","3",0,0,32,2,0,0,0,2,108,2,"free-riding",0,1,0,0
"SorinMS","2",0,4,257,1,3,1,0,0,1068,0,"private",0,1,0,0
"SorinMS","3",0,2,164,5,2,0,0,0,536,4,"private",0,0,0,1
"sorrajuk","3",0,0,39,3,0,0,0,3,238,2,"free-riding",0.333333333333333,0.333333333333333,0,0.333333333333333
"sorsa19","2",1,23,272,3,22,0,0,0,2621,0,"private",1,0,0,0
"sorup","1",11,36,1354,3,37,0,22,0,6392,5,"private",0,0,0,1
"sorup","3",1,2,74,3,2,0,0,0,239,0,"private",0,0,0,1
"soswow","2",2,20,131,1,12,0,0,0,1816,0,"private",0,1,0,0
"soswow","3",5,21,223,4,12,0,0,0,2629,0,"private",0,1,0,0
"sotatec","1",0,4,108,1,4,0,0,0,705,0,"private",0,0,0,1
"Sotilrac","2",0,24,310,5,13,0,0,3,1691,7,"blended",0,1,0,0
"sou","2",0,0,119,3,0,0,0,1,230,1,"free-riding",1,0,0,0
"soucit","2",1,19,275,3,14,0,0,0,1656,2,"private",0,1,0,0
"Souko","3",0,27,565,6,24,0,0,1,2263,8,"blended",0,1,0,0
"souleater12343","3",0,1,149,3,1,0,0,0,908,6,"private",0,1,0,0
"SoulFinder","1",1,4,262,1,5,0,0,0,1347,3,"private",1,0,0,0
"soulhuntre","2",0,0,34,1,0,0,0,1,181,1,"free-riding",0,1,0,0
"Soulscry","2",0,8,300,6,8,0,0,0,1488,13,"private",0.5,0.5,0,0
"Soulscry","3",0,2,77,1,7,0,0,0,481,0,"private",1,0,0,0
"soulsk8er","1",2,30,502,1,24,1,0,0,4189,12,"private",1,0,0,0
"soulsk8er","2",1,30,345,3,22,1,0,1,3015,8,"free-riding",0,1,0,0
"soulsk8er","3",2,62,406,6,26,2,0,1,3226,12,"blended",0,1,0,0
"sOulstaar","2",0,0,61,2,0,0,0,2,307,2,"free-riding",0,1,0,0
"soulsurf","3",0,17,366,7,39,0,0,0,1622,0,"private",0,1,0,0
"soulxx1","2",1,1,182,2,1,0,0,0,1922,0,"private",0,1,0,0
"Soumil13","3",0,0,150,4,1,0,0,0,712,0,"private",0,1,0,0
"soumou","2",0,0,37,1,0,0,0,1,211,1,"free-riding",0,1,0,0
"Sound","1",14,68,719,1,67,1,0,1,5850,0,"free-riding",0,1,0,0
"Sound","2",14,201,2250,8,154,7,6,3,26331,11,"blended",0.166666666666667,0.333333333333333,0,0.5
"Sound","3",7,58,850,8,66,0,1,1,3139,1,"blended",0.5,0.5,0,0
"SoundIdea","2",0,2,121,2,3,0,0,2,834,5,"free-riding",0,1,0,0
"soundmin","3",0,0,34,2,0,0,0,2,169,1,"free-riding",0,1,0,0
"soundslikesterling","3",0,0,87,2,1,0,0,1,293,2,"free-riding",0,1,0,0
"soupaboy","3",0,0,464,27,3,0,0,23,1989,17,"free-riding",0.3125,0.6875,0,0
"Soupaman","2",0,18,185,1,10,1,0,1,3222,7,"free-riding",0,1,0,0
"sourabhsethi8888","2",0,0,198,6,0,0,0,6,1070,6,"free-riding",0.5,0.5,0,0
"souravs","3",0,0,9,1,0,0,0,1,37,1,"free-riding",0,1,0,0
"sourceperl","3",0,14,102,2,12,0,0,0,567,0,"private",0,1,0,0
"sourdough1234567890","3",0,0,15,1,0,0,0,1,95,0,"free-riding",0,1,0,0
"souriceaux06","1",6,99,2104,4,99,0,1,0,14177,18,"private",0,0,0,1
"souriceaux06","2",3,60,1971,1,47,1,0,0,10250,5,"private",0,0,0,1
"souriceaux06","3",2,11,126,1,17,0,0,1,1146,2,"free-riding",0,0,0,1
"sourmilk","2",0,2,80,3,1,0,0,3,479,1,"free-riding",0,1,0,0
"Sousa90","3",0,0,20,1,0,0,0,0,113,0,"private",0,1,0,0
"sousamaster","3",0,0,16,1,0,0,0,1,118,1,"free-riding",0,1,0,0
"sousoux","2",0,15,350,2,9,0,0,1,4111,3,"free-riding",0,1,0,0
"south","2",0,4,91,1,1,0,1,0,1398,5,"private",0,1,0,0
"south","3",0,2,69,2,0,0,0,2,571,6,"free-riding",0,1,0,0
"South2nd","2",0,0,28,1,0,0,0,1,170,1,"free-riding",0,1,0,0
"southcloud","2",0,0,131,3,0,0,0,3,534,2,"free-riding",0,1,0,0
"southcloud","3",0,0,8,1,0,0,0,1,50,0,"free-riding",0,1,0,0
"SouthShop","3",0,1,139,7,0,0,0,7,417,4,"free-riding",0,1,0,0
"souvenirsrico","2",0,0,20,1,0,0,0,1,124,1,"free-riding",0,1,0,0
"Sovriin","2",0,0,86,2,0,0,0,2,370,2,"free-riding",0,1,0,0
"sowingmachines","3",10,141,720,21,151,1,0,0,5457,0,"private",1,0,0,0
"sowrint","2",0,0,22,1,0,0,0,1,129,1,"free-riding",0,1,0,0
"soyonsici","3",0,0,33,1,0,0,0,0,249,0,"private",0,1,0,0
"soytomtom","3",0,0,34,3,0,0,0,0,254,0,"private",0,1,0,0
"soyunkope","3",0,1,42,2,0,0,0,1,226,1,"blended",0.5,0.5,0,0
"sp00nz","3",0,0,37,2,0,0,0,2,165,1,"free-riding",0,1,0,0
"sp2649","2",0,0,30,1,0,0,0,1,194,0,"free-riding",0,1,0,0
"sp4nky","3",0,4,106,3,9,0,0,0,490,0,"private",0,1,0,0
"spaarrx","3",0,0,42,2,0,0,0,2,184,2,"free-riding",0,1,0,0
"space670","1",1,30,924,2,23,0,1,0,5697,3,"private",0.5,0.5,0,0
"space670","2",6,203,2200,27,163,0,0,0,12322,5,"private",0.4,0.6,0,0
"SpaceAgeRobotics","2",2,4,322,9,2,0,0,2,809,2,"free-riding",0.5,0.5,0,0
"spacebug199","3",0,4,83,2,1,0,0,0,484,1,"private",0,1,0,0
"Spacecowboy","2",0,6,465,5,5,0,0,0,1734,4,"private",1,0,0,0
"SpaceCowboy850","2",8,217,2184,19,162,7,0,1,14820,23,"blended",0,1,0,0
"spacecraft32","2",0,0,23,1,0,0,0,1,132,1,"free-riding",0,1,0,0
"SpaceCraftStudios","2",0,2,130,3,0,0,0,2,835,4,"blended",0,1,0,0
"SpaceCraftStudios","3",0,5,54,1,9,0,0,0,429,2,"private",0,1,0,0
"spacehopper","2",0,0,44,1,0,0,0,1,197,1,"free-riding",0,1,0,0
"spacejunkie9","2",2,224,1001,7,176,3,1,0,7648,0,"private",0.5,0.5,0,0
"spacejunkie9","3",0,15,173,4,10,0,0,0,1488,0,"private",0,1,0,0
"Spaceman-Spliff","2",5,128,4953,24,83,1,2,2,28772,32,"blended",0,1,0,0
"spaceman20778","2",0,0,80,2,0,0,0,2,480,1,"free-riding",0,1,0,0
"spacemanaki","1",0,2,116,1,1,0,0,0,587,0,"private",0,1,0,0
"Spaceminer_","3",0,0,39,2,0,0,0,2,160,2,"free-riding",0,1,0,0
"spaceorange12","3",0,0,50,1,0,0,0,1,319,6,"free-riding",0,1,0,0
"spacethink","2",0,1,35,1,0,0,0,1,177,1,"free-riding",1,0,0,0
"spacetimeripples","3",1,13,139,5,12,0,0,0,862,12,"private",0,1,0,0
"spacewrench","3",0,50,313,5,37,0,0,0,2038,0,"private",0,1,0,0
"Spacexula","1",176,825,27508,89,757,77,10,4,80599,97,"blended",0.0555555555555556,0.777777777777778,0,0.166666666666667
"spacey123","2",0,1,62,1,0,0,0,1,314,1,"free-riding",0,1,0,0
"SpackofiX","3",0,39,281,1,26,1,0,0,1440,6,"private",0,0,0,1
"Spacy","2",0,1,95,1,3,1,0,0,511,0,"private",0,1,0,0
"spadehand","1",1,42,602,2,36,1,0,0,6897,8,"private",0,1,0,0
"spaghettaboutit","3",0,1,30,2,1,0,0,0,178,0,"private",1,0,0,0
"SpainLabs","2",0,1,59,1,2,0,0,0,355,0,"private",0,1,0,0
"Spamandritz","3",0,0,26,1,0,0,0,1,83,1,"free-riding",0,1,0,0
"Spange","2",0,2,441,8,3,0,0,8,2267,4,"free-riding",0.4,0.6,0,0
"Spange","3",0,0,16,1,0,0,0,1,88,1,"free-riding",0,1,0,0
"spanglewood","2",0,0,88,3,0,0,0,3,389,2,"free-riding",0.5,0.5,0,0
"Spanners","3",0,0,23,2,0,0,0,2,106,2,"free-riding",0,1,0,0
"spapadim","2",13,300,4147,45,196,7,63,3,31283,47,"blended",0,1,0,0
"spapadim","3",0,156,1311,27,99,2,4,5,9302,49,"blended",0,1,0,0
"spark126398","2",2,0,106,2,4,0,0,0,741,0,"private",1,0,0,0
"spark2","2",0,2,81,1,1,0,0,0,703,5,"private",0,1,0,0
"spark2","3",0,0,55,1,1,0,0,0,370,6,"private",0,1,0,0
"sparkcrafter","3",0,0,12,1,0,0,0,1,67,1,"free-riding",0,1,0,0
"sparkdaddychad","2",0,0,206,6,0,0,0,6,1192,5,"free-riding",0,1,0,0
"sparkdaddychad","3",0,6,254,7,3,0,0,5,2178,4,"blended",0,1,0,0
"sparkerusa","2",0,0,55,2,0,0,0,2,328,1,"free-riding",0,1,0,0
"Sparkfun","1",0,9,1158,6,5,0,0,0,5016,13,"private",0,1,0,0
"sparkin208","2",1,2,120,1,3,0,0,0,1713,1,"private",0,1,0,0
"sparklelabs","1",0,16,379,1,16,0,0,0,2148,4,"private",1,0,0,0
"Sparks_333","2",0,5,100,3,3,0,0,3,544,0,"free-riding",1,0,0,0
"Sparks_333","3",0,0,25,1,0,0,0,1,107,1,"free-riding",0,1,0,0
"sparksm","2",0,31,580,5,14,0,0,1,3861,3,"blended",0,1,0,0
"SparksRobotics4936","3",0,1,41,1,2,0,0,0,231,0,"private",0,1,0,0
"Sparky_1966","2",0,0,163,4,0,0,0,4,852,3,"free-riding",0.333333333333333,0.666666666666667,0,0
"Sparky_1966","3",0,0,80,4,0,0,0,4,336,4,"free-riding",0.5,0.5,0,0
"Sparky123","2",0,1,98,2,0,0,0,2,444,2,"free-riding",0,1,0,0
"sparky85","2",0,0,26,1,0,0,0,1,128,1,"free-riding",0,1,0,0
"SparkyAMS","3",0,0,128,10,0,0,0,2,180,1,"free-riding",0,1,0,0
"sparkymark79","2",0,3,155,3,5,0,0,2,850,2,"blended",0,1,0,0
"sparkymark79","3",0,0,255,14,2,0,0,2,219,0,"free-riding",1,0,0,0
"SparkySD","1",23,27,1526,7,22,1,0,2,11033,14,"blended",0.75,0.25,0,0
"SparkySD","2",0,62,899,2,37,1,1,1,4977,6,"free-riding",0,1,0,0
"sparodi","3",0,0,19,3,0,0,0,3,120,2,"free-riding",0,1,0,0
"sparr","1",1,101,3156,13,65,3,0,1,7627,12,"blended",0.2,0.8,0,0
"sparrow","3",12,14,445,22,17,0,0,0,4562,71,"private",0,0.75,0.25,0
"sparta342","2",0,0,47,1,0,0,0,1,236,1,"free-riding",0,1,0,0
"spartacat300","2",1,17,595,9,13,0,0,0,7995,6,"private",0,1,0,0
"spartalibrary","2",0,0,303,11,1,0,0,12,1530,8,"free-riding",0,1,0,0
"spartalibrary","3",1,1,873,37,3,1,0,37,3773,30,"free-riding",0.25,0.75,0,0
"spartanatormarin","2",0,0,139,3,7,0,0,0,1584,6,"private",0,1,0,0
"spartanjen","2",0,62,584,3,58,0,0,0,3514,10,"private",1,0,0,0
"SpartanPlayer","2",0,3,37,1,0,0,0,1,183,1,"free-riding",1,0,0,0
"spartinscott","2",0,0,72,2,0,0,0,2,352,2,"free-riding",0,1,0,0
"spaseeba","3",0,0,16,1,0,0,0,1,71,1,"free-riding",0,1,0,0
"Spaturno","2",2,26,315,3,24,2,0,0,3262,5,"private",0,1,0,0
"Spaturno","3",0,1,54,2,2,0,0,1,372,1,"blended",0.5,0.5,0,0
"spauda01","2",3,80,897,3,42,5,1,1,4225,3,"free-riding",0,1,0,0
"Spawn32","3",0,0,12,1,0,0,0,1,34,1,"free-riding",0,1,0,0
"SpawnBot","3",0,8,103,7,0,0,0,0,507,0,"private",0,1,0,0
"spe1","2",0,0,71,2,0,0,0,2,395,2,"free-riding",1,0,0,0
"spearfire","3",0,0,13,1,0,0,0,1,93,1,"free-riding",0,1,0,0
"speccy88","3",0,0,31,1,0,0,0,0,177,0,"private",0,1,0,0
"specialteacher","3",0,0,349,28,0,0,0,28,1340,24,"free-riding",0,1,0,0
"specs924","3",0,0,87,6,0,0,0,6,297,4,"free-riding",0,1,0,0
"specsdude","3",0,4,58,1,5,0,0,0,733,0,"private",0,1,0,0
"spectaculum","3",0,13,84,1,16,0,0,0,334,0,"private",1,0,0,0
"spectre03cobra","2",0,0,208,5,1,0,0,1,829,0,"blended",0,1,0,0
"spectre03cobra","3",0,0,11,1,0,0,0,1,68,1,"free-riding",0,1,0,0
"Spedden4","3",0,0,416,42,0,0,0,21,944,20,"free-riding",0,1,0,0
"SPedrana","2",0,0,65,1,0,0,0,0,984,0,"private",0,1,0,0
"SPedrana","3",0,6,105,2,6,0,0,0,699,1,"private",0,1,0,0
"spedzero","1",2,31,2220,12,29,0,0,0,4620,12,"private",0,1,0,0
"speed23947","3",0,0,19,2,0,0,0,2,86,1,"free-riding",0,1,0,0
"speedandtrixie69","2",0,1,310,8,0,0,0,8,1611,6,"free-riding",0,1,0,0
"speeddemon","2",0,0,82,3,0,0,0,3,441,2,"free-riding",0.666666666666667,0.333333333333333,0,0
"SpeedFreed","2",0,0,9,0,0,0,0,1,256,0,"free-riding",0,1,0,0
"speedit","3",0,1,59,5,0,0,0,5,400,5,"free-riding",0.333333333333333,0.666666666666667,0,0
"speedpeas","3",0,0,46,2,0,0,0,2,174,2,"free-riding",0,1,0,0
"SpeedTripleM3","2",5,39,1235,24,40,1,2,17,8304,18,"blended",0.3125,0.625,0.0625,0
"SpeedTripleM3","3",11,NA,NA,11,NA,NA,0,15,NA,34,"blended",0.555555555555556,0.444444444444444,0,0
"speedymollusc","1",3,32,2051,9,30,0,0,1,7577,20,"free-riding",1,0,0,0
"Speedysnail6","3",0,0,14,1,0,0,0,1,50,1,"free-riding",0,1,0,0
"spekdesign","2",2,8,308,2,11,0,0,0,1859,4,"private",1,0,0,0
"spekdesign","3",1,4,46,1,4,0,0,0,394,0,"private",1,0,0,0
"spekkhogger","3",0,0,19,1,0,0,0,1,58,1,"free-riding",0,1,0,0
"spekkie2002","2",0,2,40,1,0,0,0,1,191,1,"free-riding",0,1,0,0
"spelle","3",0,2,56,2,1,0,0,1,323,0,"free-riding",0,1,0,0
"spelleti","2",0,0,84,2,0,0,0,0,450,0,"private",0,1,0,0
"spellicer","3",2,41,697,28,28,0,0,7,3676,16,"free-riding",0,1,0,0
"Spelljammer","3",1,13,331,8,6,0,0,2,1744,5,"blended",0,1,0,0
"spellmaster","3",0,1,81,1,3,0,0,0,543,0,"private",0,1,0,0
"spelpappan","3",10,34,2320,32,52,1,0,0,5270,7,"private",1,0,0,0
"Spenc","2",7,55,1298,16,47,1,0,0,5836,5,"private",0.25,0.75,0,0
"Spence153","3",0,2,124,9,2,0,0,9,610,10,"free-riding",0.285714285714286,0.714285714285714,0,0
"spencer","2",10,18,950,11,49,2,1,3,5432,13,"blended",0,1,0,0
"spencer","3",0,0,3,1,0,0,0,1,28,0,"free-riding",0,1,0,0
"spencer_at","2",0,0,49,1,0,0,0,1,177,0,"free-riding",0,1,0,0
"Spencer1612","3",0,0,214,16,2,0,0,16,1139,14,"free-riding",0.25,0.75,0,0
"SpencerAdams","2",0,0,24,1,1,0,0,1,137,0,"free-riding",0,1,0,0
"SpencerAdams","3",0,4,535,27,3,0,0,27,2455,23,"free-riding",0.272727272727273,0.727272727272727,0,0
